product, price , quantity ,sales ,date,region
chartreuse morsel,$3.00,520,,09-10-2019,east
chartreuse morsel,$3.00,509,,09-10-2019,west
periwinkle morsel,$1.25,523,,09-10-2019,north
periwinkle morsel,$1.25,513,,09-10-2019,south
periwinkle morsel,$1.25,508,,09-10-2019,east
periwinkle morsel,$1.25,502,,09-10-2019,west
vermilion morsel,$4.99,593,,09-10-2019,north
vermilion morsel,$4.99,512,,09-10-2019,south
vermilion morsel,$4.99,592,,09-10-2019,east
vermilion morsel,$4.99,541,,09-10-2019,west
lapis morsel,$1.99,587,,09-10-2019,north
lapis morsel,$1.99,501,,09-10-2019,south
lapis morsel,$1.99,584,,09-10-2019,east
lapis morsel,$1.99,564,,09-10-2019,west
pink morsel,3,567,1701,10-10-2019,north
pink morsel,3,520,1560,10-10-2019,south
pink morsel,3,597,1791,10-10-2019,east
pink morsel,3,566,1698,10-10-2019,west
gold morsel,$9.99,552,,10-10-2019,north
gold morsel,$9.99,538,,10-10-2019,south
gold morsel,$9.99,569,,10-10-2019,east
gold morsel,$9.99,532,,10-10-2019,west
magenta morsel,$2.50,573,,10-10-2019,north
magenta morsel,$2.50,574,,10-10-2019,south
magenta morsel,$2.50,518,,10-10-2019,east
magenta morsel,$2.50,593,,10-10-2019,west
chartreuse morsel,$3.00,580,,10-10-2019,north
chartreuse morsel,$3.00,560,,10-10-2019,south
chartreuse morsel,$3.00,536,,10-10-2019,east
chartreuse morsel,$3.00,511,,10-10-2019,west
periwinkle morsel,$1.25,558,,10-10-2019,north
periwinkle morsel,$1.25,598,,10-10-2019,south
periwinkle morsel,$1.25,522,,10-10-2019,east
periwinkle morsel,$1.25,583,,10-10-2019,west
vermilion morsel,$4.99,577,,10-10-2019,north
vermilion morsel,$4.99,572,,10-10-2019,south
vermilion morsel,$4.99,592,,10-10-2019,east
vermilion morsel,$4.99,534,,10-10-2019,west
lapis morsel,$1.99,564,,10-10-2019,north
lapis morsel,$1.99,541,,10-10-2019,south
lapis morsel,$1.99,554,,10-10-2019,east
lapis morsel,$1.99,583,,10-10-2019,west
pink morsel,3,513,1539,11-10-2019,north
pink morsel,3,514,1542,11-10-2019,south
pink morsel,3,568,1704,11-10-2019,east
pink morsel,3,576,1728,11-10-2019,west
gold morsel,$9.99,518,,11-10-2019,north
gold morsel,$9.99,535,,11-10-2019,south
gold morsel,$9.99,565,,11-10-2019,east
gold morsel,$9.99,553,,11-10-2019,west
magenta morsel,$2.50,556,,11-10-2019,north
magenta morsel,$2.50,508,,11-10-2019,south
magenta morsel,$2.50,501,,11-10-2019,east
magenta morsel,$2.50,501,,11-10-2019,west
chartreuse morsel,$3.00,589,,11-10-2019,north
chartreuse morsel,$3.00,509,,11-10-2019,south
chartreuse morsel,$3.00,532,,11-10-2019,east
chartreuse morsel,$3.00,564,,11-10-2019,west
periwinkle morsel,$1.25,518,,11-10-2019,north
periwinkle morsel,$1.25,565,,11-10-2019,south
periwinkle morsel,$1.25,548,,11-10-2019,east
periwinkle morsel,$1.25,501,,11-10-2019,west
vermilion morsel,$4.99,571,,11-10-2019,north
vermilion morsel,$4.99,563,,11-10-2019,south
vermilion morsel,$4.99,594,,11-10-2019,east
vermilion morsel,$4.99,580,,11-10-2019,west
lapis morsel,$1.99,551,,11-10-2019,north
lapis morsel,$1.99,587,,11-10-2019,south
lapis morsel,$1.99,504,,11-10-2019,east
lapis morsel,$1.99,566,,11-10-2019,west
pink morsel,3,530,1590,12-10-2019,north
pink morsel,3,581,1743,12-10-2019,south
pink morsel,3,523,1569,12-10-2019,east
pink morsel,3,574,1722,12-10-2019,west
gold morsel,$9.99,519,,12-10-2019,north
gold morsel,$9.99,539,,12-10-2019,south
gold morsel,$9.99,592,,12-10-2019,east
gold morsel,$9.99,513,,12-10-2019,west
magenta morsel,$2.50,543,,12-10-2019,north
magenta morsel,$2.50,598,,12-10-2019,south
magenta morsel,$2.50,522,,12-10-2019,east
magenta morsel,$2.50,502,,12-10-2019,west
chartreuse morsel,$3.00,540,,12-10-2019,north
chartreuse morsel,$3.00,569,,12-10-2019,south
chartreuse morsel,$3.00,585,,12-10-2019,east
chartreuse morsel,$3.00,527,,12-10-2019,west
periwinkle morsel,$1.25,600,,12-10-2019,north
periwinkle morsel,$1.25,597,,12-10-2019,south
periwinkle morsel,$1.25,507,,12-10-2019,east
periwinkle morsel,$1.25,538,,12-10-2019,west
vermilion morsel,$4.99,544,,12-10-2019,north
vermilion morsel,$4.99,504,,12-10-2019,south
vermilion morsel,$4.99,566,,12-10-2019,east
vermilion morsel,$4.99,588,,12-10-2019,west
lapis morsel,$1.99,596,,12-10-2019,north
lapis morsel,$1.99,599,,12-10-2019,south
lapis morsel,$1.99,592,,12-10-2019,east
lapis morsel,$1.99,549,,12-10-2019,west
pink morsel,3,515,1545,13-10-2019,north
pink morsel,3,511,1533,13-10-2019,south
pink morsel,3,558,1674,13-10-2019,east
pink morsel,3,568,1704,13-10-2019,west
gold morsel,$9.99,531,,13-10-2019,north
gold morsel,$9.99,544,,13-10-2019,south
gold morsel,$9.99,586,,13-10-2019,east
gold morsel,$9.99,542,,13-10-2019,west
magenta morsel,$2.50,568,,13-10-2019,north
magenta morsel,$2.50,510,,13-10-2019,south
magenta morsel,$2.50,593,,13-10-2019,east
magenta morsel,$2.50,567,,13-10-2019,west
chartreuse morsel,$3.00,536,,13-10-2019,north
chartreuse morsel,$3.00,522,,13-10-2019,south
chartreuse morsel,$3.00,523,,13-10-2019,east
chartreuse morsel,$3.00,536,,13-10-2019,west
periwinkle morsel,$1.25,599,,13-10-2019,north
periwinkle morsel,$1.25,544,,13-10-2019,south
periwinkle morsel,$1.25,538,,13-10-2019,east
periwinkle morsel,$1.25,504,,13-10-2019,west
vermilion morsel,$4.99,600,,13-10-2019,north
vermilion morsel,$4.99,543,,13-10-2019,south
vermilion morsel,$4.99,517,,13-10-2019,east
vermilion morsel,$4.99,551,,13-10-2019,west
lapis morsel,$1.99,517,,13-10-2019,north
lapis morsel,$1.99,508,,13-10-2019,south
lapis morsel,$1.99,507,,13-10-2019,east
lapis morsel,$1.99,560,,13-10-2019,west
pink morsel,3,508,1524,14-10-2019,north
pink morsel,3,526,1578,14-10-2019,south
pink morsel,3,564,1692,14-10-2019,east
pink morsel,3,545,1635,14-10-2019,west
gold morsel,$9.99,591,,14-10-2019,north
gold morsel,$9.99,500,,14-10-2019,south
gold morsel,$9.99,505,,14-10-2019,east
gold morsel,$9.99,595,,14-10-2019,west
magenta morsel,$2.50,551,,14-10-2019,north
magenta morsel,$2.50,545,,14-10-2019,south
magenta morsel,$2.50,577,,14-10-2019,east
magenta morsel,$2.50,506,,14-10-2019,west
chartreuse morsel,$3.00,538,,14-10-2019,north
chartreuse morsel,$3.00,582,,14-10-2019,south
chartreuse morsel,$3.00,530,,14-10-2019,east
chartreuse morsel,$3.00,533,,14-10-2019,west
periwinkle morsel,$1.25,588,,14-10-2019,north
periwinkle morsel,$1.25,547,,14-10-2019,south
periwinkle morsel,$1.25,529,,14-10-2019,east
periwinkle morsel,$1.25,518,,14-10-2019,west
vermilion morsel,$4.99,576,,14-10-2019,north
vermilion morsel,$4.99,554,,14-10-2019,south
vermilion morsel,$4.99,584,,14-10-2019,east
vermilion morsel,$4.99,538,,14-10-2019,west
lapis morsel,$1.99,513,,14-10-2019,north
lapis morsel,$1.99,576,,14-10-2019,south
lapis morsel,$1.99,560,,14-10-2019,east
lapis morsel,$1.99,508,,14-10-2019,west
pink morsel,3,594,1782,15-10-2019,north
pink morsel,3,529,1587,15-10-2019,south
pink morsel,3,546,1638,15-10-2019,east
pink morsel,3,584,1752,15-10-2019,west
gold morsel,$9.99,575,,15-10-2019,north
gold morsel,$9.99,502,,15-10-2019,south
gold morsel,$9.99,559,,15-10-2019,east
gold morsel,$9.99,506,,15-10-2019,west
magenta morsel,$2.50,560,,15-10-2019,north
magenta morsel,$2.50,527,,15-10-2019,south
magenta morsel,$2.50,520,,15-10-2019,east
magenta morsel,$2.50,558,,15-10-2019,west
chartreuse morsel,$3.00,567,,15-10-2019,north
chartreuse morsel,$3.00,581,,15-10-2019,south
chartreuse morsel,$3.00,540,,15-10-2019,east
chartreuse morsel,$3.00,535,,15-10-2019,west
periwinkle morsel,$1.25,543,,15-10-2019,north
periwinkle morsel,$1.25,575,,15-10-2019,south
periwinkle morsel,$1.25,560,,15-10-2019,east
periwinkle morsel,$1.25,524,,15-10-2019,west
vermilion morsel,$4.99,598,,15-10-2019,north
vermilion morsel,$4.99,534,,15-10-2019,south
vermilion morsel,$4.99,538,,15-10-2019,east
vermilion morsel,$4.99,518,,15-10-2019,west
lapis morsel,$1.99,591,,15-10-2019,north
lapis morsel,$1.99,545,,15-10-2019,south
lapis morsel,$1.99,533,,15-10-2019,east
lapis morsel,$1.99,579,,15-10-2019,west
pink morsel,3,514,1542,16-10-2019,north
pink morsel,3,536,1608,16-10-2019,south
pink morsel,3,561,1683,16-10-2019,east
pink morsel,3,532,1596,16-10-2019,west
gold morsel,$9.99,522,,16-10-2019,north
gold morsel,$9.99,526,,16-10-2019,south
gold morsel,$9.99,592,,16-10-2019,east
gold morsel,$9.99,581,,16-10-2019,west
magenta morsel,$2.50,590,,16-10-2019,north
magenta morsel,$2.50,544,,16-10-2019,south
magenta morsel,$2.50,573,,16-10-2019,east
magenta morsel,$2.50,590,,16-10-2019,west
chartreuse morsel,$3.00,543,,16-10-2019,north
chartreuse morsel,$3.00,529,,16-10-2019,south
chartreuse morsel,$3.00,507,,16-10-2019,east
chartreuse morsel,$3.00,520,,16-10-2019,west
periwinkle morsel,$1.25,557,,16-10-2019,north
periwinkle morsel,$1.25,504,,16-10-2019,south
periwinkle morsel,$1.25,516,,16-10-2019,east
periwinkle morsel,$1.25,508,,16-10-2019,west
vermilion morsel,$4.99,504,,16-10-2019,north
vermilion morsel,$4.99,546,,16-10-2019,south
vermilion morsel,$4.99,584,,16-10-2019,east
vermilion morsel,$4.99,536,,16-10-2019,west
lapis morsel,$1.99,513,,16-10-2019,north
lapis morsel,$1.99,579,,16-10-2019,south
lapis morsel,$1.99,551,,16-10-2019,east
lapis morsel,$1.99,590,,16-10-2019,west
pink morsel,3,509,1527,17-10-2019,north
pink morsel,3,579,1737,17-10-2019,south
pink morsel,3,557,1671,17-10-2019,east
pink morsel,3,554,1662,17-10-2019,west
gold morsel,$9.99,558,,17-10-2019,north
gold morsel,$9.99,584,,17-10-2019,south
gold morsel,$9.99,524,,17-10-2019,east
gold morsel,$9.99,559,,17-10-2019,west
magenta morsel,$2.50,500,,17-10-2019,north
magenta morsel,$2.50,567,,17-10-2019,south
magenta morsel,$2.50,577,,17-10-2019,east
magenta morsel,$2.50,534,,17-10-2019,west
chartreuse morsel,$3.00,572,,17-10-2019,north
chartreuse morsel,$3.00,502,,17-10-2019,south
chartreuse morsel,$3.00,542,,17-10-2019,east
chartreuse morsel,$3.00,534,,17-10-2019,west
periwinkle morsel,$1.25,597,,17-10-2019,north
periwinkle morsel,$1.25,535,,17-10-2019,south
periwinkle morsel,$1.25,533,,17-10-2019,east
periwinkle morsel,$1.25,552,,17-10-2019,west
vermilion morsel,$4.99,502,,17-10-2019,north
vermilion morsel,$4.99,598,,17-10-2019,south
vermilion morsel,$4.99,526,,17-10-2019,east
vermilion morsel,$4.99,537,,17-10-2019,west
lapis morsel,$1.99,521,,17-10-2019,north
lapis morsel,$1.99,599,,17-10-2019,south
lapis morsel,$1.99,571,,17-10-2019,east
lapis morsel,$1.99,584,,17-10-2019,west
pink morsel,3,506,1518,18-10-2019,north
pink morsel,3,582,1746,18-10-2019,south
pink morsel,3,530,1590,18-10-2019,east
pink morsel,3,570,1710,18-10-2019,west
gold morsel,$9.99,533,,18-10-2019,north
gold morsel,$9.99,505,,18-10-2019,south
gold morsel,$9.99,563,,18-10-2019,east
gold morsel,$9.99,582,,18-10-2019,west
magenta morsel,$2.50,503,,18-10-2019,north
magenta morsel,$2.50,517,,18-10-2019,south
magenta morsel,$2.50,579,,18-10-2019,east
magenta morsel,$2.50,504,,18-10-2019,west
chartreuse morsel,$3.00,530,,18-10-2019,north
chartreuse morsel,$3.00,512,,18-10-2019,south
chartreuse morsel,$3.00,588,,18-10-2019,east
chartreuse morsel,$3.00,546,,18-10-2019,west
periwinkle morsel,$1.25,540,,18-10-2019,north
periwinkle morsel,$1.25,528,,18-10-2019,south
periwinkle morsel,$1.25,577,,18-10-2019,east
periwinkle morsel,$1.25,585,,18-10-2019,west
vermilion morsel,$4.99,528,,18-10-2019,north
vermilion morsel,$4.99,599,,18-10-2019,south
vermilion morsel,$4.99,576,,18-10-2019,east
vermilion morsel,$4.99,527,,18-10-2019,west
lapis morsel,$1.99,531,,18-10-2019,north
lapis morsel,$1.99,501,,18-10-2019,south
lapis morsel,$1.99,516,,18-10-2019,east
lapis morsel,$1.99,546,,18-10-2019,west
pink morsel,3,549,1647,19-10-2019,north
pink morsel,3,579,1737,19-10-2019,south
pink morsel,3,587,1761,19-10-2019,east
pink morsel,3,529,1587,19-10-2019,west
gold morsel,$9.99,541,,19-10-2019,north
gold morsel,$9.99,593,,19-10-2019,south
gold morsel,$9.99,522,,19-10-2019,east
gold morsel,$9.99,556,,19-10-2019,west
magenta morsel,$2.50,514,,19-10-2019,north
magenta morsel,$2.50,558,,19-10-2019,south
magenta morsel,$2.50,510,,19-10-2019,east
magenta morsel,$2.50,501,,19-10-2019,west
chartreuse morsel,$3.00,554,,19-10-2019,north
chartreuse morsel,$3.00,507,,19-10-2019,south
chartreuse morsel,$3.00,505,,19-10-2019,east
chartreuse morsel,$3.00,514,,19-10-2019,west
periwinkle morsel,$1.25,586,,19-10-2019,north
periwinkle morsel,$1.25,565,,19-10-2019,south
periwinkle morsel,$1.25,551,,19-10-2019,east
periwinkle morsel,$1.25,597,,19-10-2019,west
vermilion morsel,$4.99,554,,19-10-2019,north
vermilion morsel,$4.99,585,,19-10-2019,south
vermilion morsel,$4.99,542,,19-10-2019,east
vermilion morsel,$4.99,521,,19-10-2019,west
lapis morsel,$1.99,551,,19-10-2019,north
lapis morsel,$1.99,524,,19-10-2019,south
lapis morsel,$1.99,555,,19-10-2019,east
lapis morsel,$1.99,595,,19-10-2019,west
pink morsel,3,567,1701,20-10-2019,north
pink morsel,3,508,1524,20-10-2019,south
pink morsel,3,559,1677,20-10-2019,east
pink morsel,3,575,1725,20-10-2019,west
gold morsel,$9.99,587,,20-10-2019,north
gold morsel,$9.99,551,,20-10-2019,south
gold morsel,$9.99,544,,20-10-2019,east
gold morsel,$9.99,547,,20-10-2019,west
magenta morsel,$2.50,559,,20-10-2019,north
magenta morsel,$2.50,505,,20-10-2019,south
magenta morsel,$2.50,589,,20-10-2019,east
magenta morsel,$2.50,599,,20-10-2019,west
chartreuse morsel,$3.00,517,,20-10-2019,north
chartreuse morsel,$3.00,519,,20-10-2019,south
chartreuse morsel,$3.00,537,,20-10-2019,east
chartreuse morsel,$3.00,550,,20-10-2019,west
periwinkle morsel,$1.25,587,,20-10-2019,north
periwinkle morsel,$1.25,531,,20-10-2019,south
periwinkle morsel,$1.25,530,,20-10-2019,east
periwinkle morsel,$1.25,576,,20-10-2019,west
vermilion morsel,$4.99,558,,20-10-2019,north
vermilion morsel,$4.99,540,,20-10-2019,south
vermilion morsel,$4.99,569,,20-10-2019,east
vermilion morsel,$4.99,509,,20-10-2019,west
lapis morsel,$1.99,523,,20-10-2019,north
lapis morsel,$1.99,518,,20-10-2019,south
lapis morsel,$1.99,585,,20-10-2019,east
lapis morsel,$1.99,556,,20-10-2019,west
pink morsel,3,551,1653,21-10-2019,north
pink morsel,3,562,1686,21-10-2019,south
pink morsel,3,566,1698,21-10-2019,east
pink morsel,3,520,1560,21-10-2019,west
gold morsel,$9.99,506,,21-10-2019,north
gold morsel,$9.99,502,,21-10-2019,south
gold morsel,$9.99,574,,21-10-2019,east
gold morsel,$9.99,521,,21-10-2019,west
magenta morsel,$2.50,528,,21-10-2019,north
magenta morsel,$2.50,564,,21-10-2019,south
magenta morsel,$2.50,519,,21-10-2019,east
magenta morsel,$2.50,539,,21-10-2019,west
chartreuse morsel,$3.00,552,,21-10-2019,north
chartreuse morsel,$3.00,505,,21-10-2019,south
chartreuse morsel,$3.00,535,,21-10-2019,east
chartreuse morsel,$3.00,583,,21-10-2019,west
periwinkle morsel,$1.25,504,,21-10-2019,north
periwinkle morsel,$1.25,506,,21-10-2019,south
periwinkle morsel,$1.25,571,,21-10-2019,east
periwinkle morsel,$1.25,512,,21-10-2019,west
vermilion morsel,$4.99,571,,21-10-2019,north
vermilion morsel,$4.99,548,,21-10-2019,south
vermilion morsel,$4.99,551,,21-10-2019,east
vermilion morsel,$4.99,513,,21-10-2019,west
lapis morsel,$1.99,574,,21-10-2019,north
lapis morsel,$1.99,509,,21-10-2019,south
lapis morsel,$1.99,597,,21-10-2019,east
lapis morsel,$1.99,552,,21-10-2019,west
pink morsel,3,505,1515,22-10-2019,north
pink morsel,3,578,1734,22-10-2019,south
pink morsel,3,517,1551,22-10-2019,east
pink morsel,3,571,1713,22-10-2019,west
gold morsel,$9.99,550,,22-10-2019,north
gold morsel,$9.99,576,,22-10-2019,south
gold morsel,$9.99,519,,22-10-2019,east
gold morsel,$9.99,591,,22-10-2019,west
magenta morsel,$2.50,522,,22-10-2019,north
magenta morsel,$2.50,576,,22-10-2019,south
magenta morsel,$2.50,546,,22-10-2019,east
magenta morsel,$2.50,505,,22-10-2019,west
chartreuse morsel,$3.00,514,,22-10-2019,north
chartreuse morsel,$3.00,533,,22-10-2019,south
chartreuse morsel,$3.00,506,,22-10-2019,east
chartreuse morsel,$3.00,509,,22-10-2019,west
periwinkle morsel,$1.25,546,,22-10-2019,north
periwinkle morsel,$1.25,590,,22-10-2019,south
periwinkle morsel,$1.25,506,,22-10-2019,east
periwinkle morsel,$1.25,537,,22-10-2019,west
vermilion morsel,$4.99,589,,22-10-2019,north
vermilion morsel,$4.99,559,,22-10-2019,south
vermilion morsel,$4.99,505,,22-10-2019,east
vermilion morsel,$4.99,599,,22-10-2019,west
lapis morsel,$1.99,558,,22-10-2019,north
lapis morsel,$1.99,584,,22-10-2019,south
lapis morsel,$1.99,593,,22-10-2019,east
lapis morsel,$1.99,534,,22-10-2019,west
pink morsel,3,586,1758,23-10-2019,north
pink morsel,3,548,1644,23-10-2019,south
pink morsel,3,586,1758,23-10-2019,east
pink morsel,3,547,1641,23-10-2019,west
gold morsel,$9.99,543,,23-10-2019,north
gold morsel,$9.99,556,,23-10-2019,south
gold morsel,$9.99,564,,23-10-2019,east
gold morsel,$9.99,537,,23-10-2019,west
magenta morsel,$2.50,537,,23-10-2019,north
magenta morsel,$2.50,549,,23-10-2019,south
magenta morsel,$2.50,530,,23-10-2019,east
magenta morsel,$2.50,523,,23-10-2019,west
chartreuse morsel,$3.00,581,,23-10-2019,north
chartreuse morsel,$3.00,548,,23-10-2019,south
chartreuse morsel,$3.00,568,,23-10-2019,east
chartreuse morsel,$3.00,541,,23-10-2019,west
periwinkle morsel,$1.25,504,,23-10-2019,north
periwinkle morsel,$1.25,529,,23-10-2019,south
periwinkle morsel,$1.25,537,,23-10-2019,east
periwinkle morsel,$1.25,570,,23-10-2019,west
vermilion morsel,$4.99,582,,23-10-2019,north
vermilion morsel,$4.99,542,,23-10-2019,south
vermilion morsel,$4.99,584,,23-10-2019,east
vermilion morsel,$4.99,598,,23-10-2019,west
lapis morsel,$1.99,588,,23-10-2019,north
lapis morsel,$1.99,529,,23-10-2019,south
lapis morsel,$1.99,511,,23-10-2019,east
lapis morsel,$1.99,595,,23-10-2019,west
pink morsel,3,539,1617,24-10-2019,north
pink morsel,3,537,1611,24-10-2019,south
pink morsel,3,596,1788,24-10-2019,east
pink morsel,3,534,1602,24-10-2019,west
gold morsel,$9.99,588,,24-10-2019,north
gold morsel,$9.99,511,,24-10-2019,south
gold morsel,$9.99,507,,24-10-2019,east
gold morsel,$9.99,524,,24-10-2019,west
magenta morsel,$2.50,584,,24-10-2019,north
magenta morsel,$2.50,504,,24-10-2019,south
magenta morsel,$2.50,586,,24-10-2019,east
magenta morsel,$2.50,586,,24-10-2019,west
chartreuse morsel,$3.00,553,,24-10-2019,north
chartreuse morsel,$3.00,541,,24-10-2019,south
chartreuse morsel,$3.00,593,,24-10-2019,east
chartreuse morsel,$3.00,500,,24-10-2019,west
periwinkle morsel,$1.25,531,,24-10-2019,north
periwinkle morsel,$1.25,591,,24-10-2019,south
periwinkle morsel,$1.25,541,,24-10-2019,east
periwinkle morsel,$1.25,586,,24-10-2019,west
vermilion morsel,$4.99,500,,24-10-2019,north
vermilion morsel,$4.99,525,,24-10-2019,south
vermilion morsel,$4.99,574,,24-10-2019,east
vermilion morsel,$4.99,569,,24-10-2019,west
lapis morsel,$1.99,580,,24-10-2019,north
lapis morsel,$1.99,534,,24-10-2019,south
lapis morsel,$1.99,578,,24-10-2019,east
lapis morsel,$1.99,508,,24-10-2019,west
pink morsel,3,546,1638,25-10-2019,north
pink morsel,3,540,1620,25-10-2019,south
pink morsel,3,555,1665,25-10-2019,east
pink morsel,3,500,1500,25-10-2019,west
gold morsel,$9.99,527,,25-10-2019,north
gold morsel,$9.99,509,,25-10-2019,south
gold morsel,$9.99,571,,25-10-2019,east
gold morsel,$9.99,561,,25-10-2019,west
magenta morsel,$2.50,524,,25-10-2019,north
magenta morsel,$2.50,583,,25-10-2019,south
magenta morsel,$2.50,529,,25-10-2019,east
magenta morsel,$2.50,570,,25-10-2019,west
chartreuse morsel,$3.00,520,,25-10-2019,north
chartreuse morsel,$3.00,507,,25-10-2019,south
chartreuse morsel,$3.00,531,,25-10-2019,east
chartreuse morsel,$3.00,587,,25-10-2019,west
periwinkle morsel,$1.25,534,,25-10-2019,north
periwinkle morsel,$1.25,572,,25-10-2019,south
periwinkle morsel,$1.25,541,,25-10-2019,east
periwinkle morsel,$1.25,589,,25-10-2019,west
vermilion morsel,$4.99,549,,25-10-2019,north
vermilion morsel,$4.99,533,,25-10-2019,south
vermilion morsel,$4.99,567,,25-10-2019,east
vermilion morsel,$4.99,504,,25-10-2019,west
lapis morsel,$1.99,547,,25-10-2019,north
lapis morsel,$1.99,543,,25-10-2019,south
lapis morsel,$1.99,524,,25-10-2019,east
lapis morsel,$1.99,524,,25-10-2019,west
pink morsel,3,557,1671,26-10-2019,north
pink morsel,3,522,1566,26-10-2019,south
pink morsel,3,580,1740,26-10-2019,east
pink morsel,3,533,1599,26-10-2019,west
gold morsel,$9.99,595,,26-10-2019,north
gold morsel,$9.99,502,,26-10-2019,south
gold morsel,$9.99,539,,26-10-2019,east
gold morsel,$9.99,570,,26-10-2019,west
magenta morsel,$2.50,563,,26-10-2019,north
magenta morsel,$2.50,554,,26-10-2019,south
magenta morsel,$2.50,522,,26-10-2019,east
magenta morsel,$2.50,539,,26-10-2019,west
chartreuse morsel,$3.00,518,,26-10-2019,north
chartreuse morsel,$3.00,530,,26-10-2019,south
chartreuse morsel,$3.00,596,,26-10-2019,east
chartreuse morsel,$3.00,535,,26-10-2019,west
periwinkle morsel,$1.25,564,,26-10-2019,north
periwinkle morsel,$1.25,538,,26-10-2019,south
periwinkle morsel,$1.25,559,,26-10-2019,east
periwinkle morsel,$1.25,529,,26-10-2019,west
vermilion morsel,$4.99,572,,26-10-2019,north
vermilion morsel,$4.99,532,,26-10-2019,south
vermilion morsel,$4.99,538,,26-10-2019,east
vermilion morsel,$4.99,574,,26-10-2019,west
lapis morsel,$1.99,521,,26-10-2019,north
lapis morsel,$1.99,574,,26-10-2019,south
lapis morsel,$1.99,570,,26-10-2019,east
lapis morsel,$1.99,517,,26-10-2019,west
pink morsel,3,570,1710,27-10-2019,north
pink morsel,3,556,1668,27-10-2019,south
pink morsel,3,580,1740,27-10-2019,east
pink morsel,3,566,1698,27-10-2019,west
gold morsel,$9.99,504,,27-10-2019,north
gold morsel,$9.99,593,,27-10-2019,south
gold morsel,$9.99,562,,27-10-2019,east
gold morsel,$9.99,500,,27-10-2019,west
magenta morsel,$2.50,532,,27-10-2019,north
magenta morsel,$2.50,562,,27-10-2019,south
magenta morsel,$2.50,543,,27-10-2019,east
magenta morsel,$2.50,512,,27-10-2019,west
chartreuse morsel,$3.00,555,,27-10-2019,north
chartreuse morsel,$3.00,562,,27-10-2019,south
chartreuse morsel,$3.00,598,,27-10-2019,east
chartreuse morsel,$3.00,576,,27-10-2019,west
periwinkle morsel,$1.25,578,,27-10-2019,north
periwinkle morsel,$1.25,501,,27-10-2019,south
periwinkle morsel,$1.25,556,,27-10-2019,east
periwinkle morsel,$1.25,578,,27-10-2019,west
vermilion morsel,$4.99,595,,27-10-2019,north
vermilion morsel,$4.99,555,,27-10-2019,south
vermilion morsel,$4.99,581,,27-10-2019,east
vermilion morsel,$4.99,511,,27-10-2019,west
lapis morsel,$1.99,578,,27-10-2019,north
lapis morsel,$1.99,577,,27-10-2019,south
lapis morsel,$1.99,529,,27-10-2019,east
lapis morsel,$1.99,537,,27-10-2019,west
pink morsel,3,501,1503,28-10-2019,north
pink morsel,3,563,1689,28-10-2019,south
pink morsel,3,542,1626,28-10-2019,east
pink morsel,3,558,1674,28-10-2019,west
gold morsel,$9.99,548,,28-10-2019,north
gold morsel,$9.99,524,,28-10-2019,south
gold morsel,$9.99,579,,28-10-2019,east
gold morsel,$9.99,525,,28-10-2019,west
magenta morsel,$2.50,587,,28-10-2019,north
magenta morsel,$2.50,584,,28-10-2019,south
magenta morsel,$2.50,595,,28-10-2019,east
magenta morsel,$2.50,549,,28-10-2019,west
chartreuse morsel,$3.00,572,,28-10-2019,north
chartreuse morsel,$3.00,506,,28-10-2019,south
chartreuse morsel,$3.00,530,,28-10-2019,east
chartreuse morsel,$3.00,529,,28-10-2019,west
periwinkle morsel,$1.25,555,,28-10-2019,north
periwinkle morsel,$1.25,592,,28-10-2019,south
periwinkle morsel,$1.25,595,,28-10-2019,east
periwinkle morsel,$1.25,573,,28-10-2019,west
vermilion morsel,$4.99,580,,28-10-2019,north
vermilion morsel,$4.99,566,,28-10-2019,south
vermilion morsel,$4.99,525,,28-10-2019,east
vermilion morsel,$4.99,527,,28-10-2019,west
lapis morsel,$1.99,527,,28-10-2019,north
lapis morsel,$1.99,600,,28-10-2019,south
lapis morsel,$1.99,509,,28-10-2019,east
lapis morsel,$1.99,571,,28-10-2019,west
pink morsel,3,514,1542,29-10-2019,north
pink morsel,3,564,1692,29-10-2019,south
pink morsel,3,573,1719,29-10-2019,east
pink morsel,3,504,1512,29-10-2019,west
gold morsel,$9.99,548,,29-10-2019,north
gold morsel,$9.99,500,,29-10-2019,south
gold morsel,$9.99,572,,29-10-2019,east
gold morsel,$9.99,508,,29-10-2019,west
magenta morsel,$2.50,585,,29-10-2019,north
magenta morsel,$2.50,552,,29-10-2019,south
magenta morsel,$2.50,552,,29-10-2019,east
magenta morsel,$2.50,518,,29-10-2019,west
chartreuse morsel,$3.00,564,,29-10-2019,north
chartreuse morsel,$3.00,527,,29-10-2019,south
chartreuse morsel,$3.00,539,,29-10-2019,east
chartreuse morsel,$3.00,517,,29-10-2019,west
periwinkle morsel,$1.25,547,,29-10-2019,north
periwinkle morsel,$1.25,527,,29-10-2019,south
periwinkle morsel,$1.25,529,,29-10-2019,east
periwinkle morsel,$1.25,507,,29-10-2019,west
vermilion morsel,$4.99,564,,29-10-2019,north
vermilion morsel,$4.99,562,,29-10-2019,south
vermilion morsel,$4.99,583,,29-10-2019,east
vermilion morsel,$4.99,522,,29-10-2019,west
lapis morsel,$1.99,597,,29-10-2019,north
lapis morsel,$1.99,535,,29-10-2019,south
lapis morsel,$1.99,545,,29-10-2019,east
lapis morsel,$1.99,589,,29-10-2019,west
pink morsel,3,577,1731,30-10-2019,north
